"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"California","Imperial",1984,23,23,0,0,0,0,0,29,28,23,0,0,23,0,0,0
"California","Kern",1984,366,106,152,40,56,12,0,217,169,68,8,153,162,43,0,0
"California","Kings",1984,346,215,65,49,17,0,0,192,133,43,0,0,346,0,0,0
"California","Lake",1984,359,334,24,1,0,0,0,122,47,31,0,0,359,0,0,0
"California","Los Angeles",1984,366,5,71,101,52,137,0,300,263,154,70,87,209,0,0,0
"California","Marin",1984,366,316,43,7,0,0,0,143,57,38,39,225,102,0,0,0
"California","Mendocino",1984,278,275,3,0,0,0,0,74,37,25,0,0,278,0,0,0
"California","Mono",1984,250,169,65,14,2,0,0,154,90,42,65,0,185,0,0,0
"California","Monterey",1984,366,335,26,5,0,0,0,115,47,37,1,88,277,0,0,0
"California","Napa",1984,366,312,45,7,2,0,0,161,60,34,75,115,176,0,0,0
"California","Orange",1984,366,54,157,83,42,30,0,276,192,89,16,206,144,0,0,0
"California","Placer",1984,366,218,87,36,21,4,0,207,133,44,30,0,336,0,0,0
"California","Riverside",1984,366,52,116,40,52,106,0,300,243,110,29,105,232,0,0,0
"California","Sacramento",1984,366,158,122,44,29,13,0,235,169,57,89,93,184,0,0,0
"California","San Benito",1984,358,300,45,13,0,0,0,143,61,35,0,26,332,0,0,0
"California","San Bernardino",1984,366,19,122,48,40,137,0,300,268,136,0,133,233,0,0,0
"California","San Diego",1984,366,44,136,92,55,39,0,255,202,101,10,112,239,5,0,0
"California","San Francisco",1984,366,256,102,8,0,0,0,123,79,45,174,179,6,7,0,0
"California","San Joaquin",1984,358,199,94,33,26,6,0,209,143,47,57,116,182,3,0,0
"California","San Luis Obispo",1984,366,268,84,11,3,0,0,169,71,43,1,74,217,74,0,0
"California","San Mateo",1984,366,316,47,3,0,0,0,133,57,33,51,192,123,0,0,0
"California","Santa Barbara",1984,366,136,201,17,10,2,0,214,90,57,59,117,172,18,0,0
"California","Santa Clara",1984,366,215,96,29,20,6,0,220,133,45,143,0,223,0,0,0
"California","Santa Cruz",1984,353,341,11,1,0,0,0,105,42,31,0,0,353,0,0,0
"California","Shasta",1984,269,219,39,10,1,0,0,164,67,35,61,0,208,0,0,0
"California","Siskiyou",1984,272,256,16,0,0,0,0,87,47,30,0,0,272,0,0,0
"California","Solano",1984,366,271,80,11,4,0,0,174,79,38,72,94,196,4,0,0
"California","Sonoma",1984,366,320,36,8,2,0,0,154,57,35,24,177,165,0,0,0
"California","Stanislaus",1984,361,204,82,30,33,12,0,233,161,47,55,110,195,1,0,0
"California","Sutter",1984,183,68,61,40,14,0,0,190,136,67,0,0,183,0,0,0
"California","Tulare",1984,366,165,98,48,51,4,0,213,161,57,15,155,196,0,0,0
"California","Ventura",1984,366,102,107,52,64,41,0,256,202,87,4,87,274,1,0,0
"California","Yolo",1984,366,274,61,21,10,0,0,179,100,35,28,0,338,0,0,0
"Colorado","Adams",1984,363,168,157,38,0,0,0,150,101,53,0,153,159,51,0,0
"Colorado","Arapahoe",1984,366,204,134,26,2,0,0,159,90,49,16,145,205,0,0,0
"Colorado","Boulder",1984,362,251,92,15,4,0,0,172,87,44,74,0,288,0,0,0
"Colorado","Denver",1984,365,35,223,78,21,8,0,236,131,79,108,148,73,36,0,0
"Colorado","El Paso",1984,366,157,189,20,0,0,0,143,87,53,102,141,123,0,0,0
"Colorado","Jefferson",1984,365,206,134,22,3,0,0,200,93,48,159,0,206,0,0,0
"Colorado","Larimer",1984,366,259,97,6,1,3,0,227,77,41,139,0,227,0,0,0
"Colorado","Mesa",1984,338,316,22,0,0,0,0,71,43,16,298,0,0,40,0,0
"Colorado","Pueblo",1984,358,350,8,0,0,0,0,71,26,10,358,0,0,0,0,0
"Colorado","Weld",1984,366,258,91,14,1,2,0,210,78,42,126,0,240,0,0,0
"Connecticut","Fairfield",1984,366,92,183,51,18,22,0,264,161,67,106,36,102,122,0,0
"Connecticut","Hartford",1984,366,119,206,27,14,0,0,200,104,61,197,21,73,75,0,0
"Connecticut","Middlesex",1984,183,102,41,17,16,7,0,233,159,45,0,0,183,0,0,0
"Connecticut","New Haven",1984,366,100,160,76,19,11,0,248,143,70,1,93,84,188,0,0
"Connecticut","New London",1984,364,245,71,18,14,16,0,275,126,40,0,0,157,207,0,0
"Connecticut","Tolland",1984,178,106,35,20,11,6,0,220,150,46,0,0,178,0,0,0
"Delaware","Kent",1984,356,194,102,41,14,5,0,212,122,47,0,0,214,142,0,0
"Delaware","New Castle",1984,366,68,188,89,17,4,0,223,126,71,23,42,94,207,0,0
"Delaware","Sussex",1984,358,211,99,37,11,0,0,187,107,43,0,0,154,204,0,0
"District Of Columbia","District of Columbia",1984,365,107,207,38,8,5,0,224,106,61,118,70,77,100,0,0
"Florida","Alachua",1984,91,78,11,1,1,0,0,198,51,30,0,0,0,91,0,0
"Florida","Broward",1984,366,248,110,8,0,0,0,143,72,44,204,0,162,0,0,0
"Florida","Citrus",1984,331,272,42,17,0,0,0,134,74,14,0,0,0,331,0,0
"Florida","Duval",1984,366,192,147,24,3,0,0,200,94,50,85,18,161,102,0,0
"Florida","Escambia",1984,366,216,80,56,14,0,0,200,122,47,24,5,276,61,0,0
"Florida","Hillsborough",1984,366,80,146,101,39,0,0,200,154,84,11,22,98,235,0,0
"Florida","Leon",1984,363,304,47,12,0,0,0,133,61,34,0,0,363,0,0,0
"Florida","Miami-Dade",1984,366,212,140,12,2,0,0,195,84,46,183,72,111,0,0,0
"Florida","Nassau",1984,317,185,93,32,7,0,0,177,105,41,0,0,0,317,0,0
"Florida","Orange",1984,366,280,73,13,0,0,0,147,74,38,97,33,229,7,0,0
"Florida","Palm Beach",1984,366,294,65,7,0,0,0,126,71,36,3,143,211,9,0,0
"Florida","Pinellas",1984,366,111,189,55,11,0,0,200,114,62,97,22,118,129,0,0
"Florida","Seminole",1984,352,291,53,8,0,0,0,133,67,33,0,0,352,0,0,0
"Florida","Volusia",1984,330,330,0,0,0,0,0,41,11,1,0,0,0,330,0,0
"Georgia","DeKalb",1984,365,259,83,16,5,2,0,206,84,40,96,102,167,0,0,0
"Georgia","Fulton",1984,366,169,165,31,1,0,0,162,97,52,47,194,0,125,0,0
"Georgia","Muscogee",1984,260,188,51,16,4,1,0,220,97,39,0,0,260,0,0,0
"Georgia","Rockdale",1984,246,149,50,30,12,5,0,230,129,45,0,0,246,0,0,0
"Hawaii","Honolulu",1984,366,219,121,25,1,0,0,165,90,43,165,0,11,190,0,0
"Idaho","Ada",1984,364,261,97,6,0,0,0,113,73,39,364,0,0,0,0,0
"Idaho","Bannock",1984,364,121,42,91,110,0,0,200,200,107,0,0,0,364,0,0
"Idaho","Caribou",1984,319,184,61,46,28,0,0,200,148,34,0,0,0,319,0,0
"Idaho","Shoshone",1984,27,27,0,0,0,0,0,7,6,4,0,0,0,27,0,0
"Illinois","Adams",1984,363,232,79,50,2,0,0,188,108,40,0,0,199,164,0,0
"Illinois","Champaign",1984,364,280,67,15,2,0,0,161,80,36,0,0,238,126,0,0
"Illinois","Cook",1984,366,21,169,143,28,5,0,227,146,99,48,35,35,247,0,1
"Illinois","Crawford",1984,355,179,106,63,7,0,0,200,119,50,0,0,0,355,0,0
"Illinois","DuPage",1984,336,273,57,5,0,1,0,204,64,30,0,0,132,204,0,0
"Illinois","Effingham",1984,328,236,55,34,3,0,0,197,101,33,0,0,328,0,0,0
"Illinois","Kane",1984,360,301,50,8,1,0,0,156,67,33,0,0,261,99,0,0
"Illinois","Kankakee",1984,304,266,37,1,0,0,0,105,58,31,0,0,304,0,0,0
"Illinois","Lake",1984,366,294,48,14,6,4,0,234,77,34,0,0,289,77,0,0
"Illinois","Macon",1984,364,186,70,72,36,0,0,200,150,50,0,0,175,181,0,8
"Illinois","Macoupin",1984,358,237,82,32,7,0,0,172,102,42,0,0,247,111,0,0
"Illinois","Madison",1984,366,57,116,138,52,3,0,221,164,103,9,13,70,269,0,5
"Illinois","Massac",1984,357,225,89,39,4,0,0,162,105,40,0,0,0,357,0,0
"Illinois","McHenry",1984,353,328,20,4,1,0,0,151,47,28,0,0,353,0,0,0
"Illinois","Monroe",1984,331,240,63,20,8,0,0,185,93,34,0,0,331,0,0,0
"Illinois","Peoria",1984,366,197,122,46,1,0,0,155,110,49,56,0,149,160,0,1
"Illinois","Rock Island",1984,360,267,80,13,0,0,0,143,77,39,76,0,172,112,0,0
"Illinois","Saint Clair",1984,366,98,127,100,40,1,0,209,158,76,5,52,44,264,0,1
"Illinois","Sangamon",1984,366,221,91,46,8,0,0,196,112,45,104,0,179,83,0,0
"Illinois","Tazewell",1984,350,248,58,39,5,0,0,180,105,27,0,0,0,350,0,0
"Illinois","Wabash",1984,366,229,58,56,23,0,0,200,129,33,0,0,0,366,0,0
"Illinois","Will",1984,366,235,103,28,0,0,0,136,93,41,46,0,194,115,0,11
"Illinois","Williamson",1984,362,223,98,40,1,0,0,161,104,43,0,0,207,155,0,0
"Illinois","Winnebago",1984,366,226,129,10,1,0,0,154,80,44,174,0,172,20,0,0
"Indiana","Allen",1984,363,282,45,29,7,0,0,190,100,32,0,0,336,27,0,0
"Indiana","Clark",1984,349,163,130,50,6,0,0,172,109,54,0,32,130,180,0,7
"Indiana","Daviess",1984,352,191,67,78,16,0,0,200,137,46,0,0,0,352,0,0
"Indiana","Dearborn",1984,365,149,117,77,22,0,0,200,133,62,0,0,0,356,0,9
"Indiana","Dubois",1984,40,32,8,0,0,0,0,83,68,36,0,0,0,0,0,40
"Indiana","Floyd",1984,366,134,85,102,45,0,0,200,159,79,0,0,0,366,0,0
"Indiana","Fountain",1984,364,248,53,51,12,0,0,200,114,24,0,0,0,364,0,0
"Indiana","Gibson",1984,366,79,79,131,77,0,0,200,189,111,0,0,0,366,0,0
"Indiana","Hancock",1984,268,194,45,23,5,1,0,202,101,36,0,0,268,0,0,0
"Indiana","Jasper",1984,366,309,50,7,0,0,0,134,56,29,0,166,0,200,0,0
"Indiana","Jefferson",1984,366,133,96,85,52,0,0,200,160,74,0,6,0,353,0,7
"Indiana","Knox",1984,365,173,86,86,19,1,0,204,136,55,0,0,70,295,0,0
"Indiana","LaPorte",1984,366,161,127,71,7,0,0,200,113,57,0,0,0,366,0,0
"Indiana","Lake",1984,366,31,134,155,43,3,0,208,159,104,2,0,50,314,0,0
"Indiana","Marion",1984,366,7,122,201,35,1,0,210,149,109,11,5,38,312,0,0
"Indiana","Morgan",1984,358,187,104,56,11,0,0,190,119,49,0,0,98,260,0,0
"Indiana","Parke",1984,365,269,67,22,7,0,0,200,85,26,0,0,0,365,0,0
"Indiana","Pike",1984,344,96,101,88,59,0,0,200,168,81,0,0,0,344,0,0
"Indiana","Porter",1984,366,86,148,93,34,5,0,230,151,81,0,14,97,255,0,0
"Indiana","Posey",1984,364,214,84,63,3,0,0,167,113,41,0,65,0,299,0,0
"Indiana","Spencer",1984,366,105,158,93,10,0,0,200,123,74,0,14,0,351,0,1
"Indiana","St. Joseph",1984,366,242,88,31,5,0,0,169,100,43,14,0,241,111,0,0
"Indiana","Sullivan",1984,366,79,145,112,30,0,0,200,142,86,0,2,0,361,0,3
"Indiana","Vanderburgh",1984,366,136,131,88,11,0,0,200,126,61,11,9,126,220,0,0
"Indiana","Vermillion",1984,360,273,52,30,5,0,0,200,97,24,0,0,0,360,0,0
"Indiana","Vigo",1984,366,70,124,150,21,1,0,202,136,95,0,2,62,300,0,2
"Indiana","Warrick",1984,357,66,71,110,110,0,0,200,200,116,0,0,0,357,0,0
"Indiana","Wayne",1984,361,99,59,126,77,0,0,200,188,108,0,0,0,352,0,9
"Iowa","Dubuque",1984,339,280,40,18,1,0,0,169,75,31,229,0,0,110,0,0
"Iowa","Johnson",1984,345,272,42,25,5,1,0,206,87,33,0,0,345,0,0,0
"Iowa","Lee",1984,218,140,23,30,25,0,0,200,160,14,0,0,0,218,0,0
"Iowa","Linn",1984,366,131,148,77,10,0,0,200,117,61,74,0,68,224,0,0
"Iowa","Madison",1984,345,316,22,6,1,0,0,166,49,28,0,0,345,0,0,0
"Iowa","Muscatine",1984,321,262,23,21,15,0,0,200,104,6,0,0,0,321,0,0
"Iowa","Polk",1984,366,208,151,6,1,0,0,169,79,45,243,0,118,0,0,5
"Iowa","Scott",1984,366,282,67,17,0,0,0,140,80,39,0,0,254,112,0,0
"Iowa","Story",1984,350,298,28,18,6,0,0,190,74,9,0,0,0,350,0,0
"Kansas","Jefferson",1984,318,297,19,2,0,0,0,115,46,30,0,0,318,0,0,0
"Kansas","Sedgwick",1984,366,292,62,12,0,0,0,140,68,36,113,0,253,0,0,0
"Kansas","Wyandotte",1984,366,172,128,63,3,0,0,164,110,54,26,0,114,226,0,0
"Kentucky","Boone",1984,362,173,104,68,17,0,0,200,124,54,0,55,125,182,0,0
"Kentucky","Boyd",1984,366,155,135,65,11,0,0,192,109,60,57,67,107,135,0,0
"Kentucky","Bullitt",1984,167,147,16,4,0,0,0,122,54,36,0,0,167,0,0,0
"Kentucky","Campbell",1984,366,190,121,47,8,0,0,179,105,50,0,114,116,136,0,0
"Kentucky","Carroll",1984,359,235,83,38,3,0,0,183,103,36,0,0,0,359,0,0
"Kentucky","Daviess",1984,366,201,115,47,3,0,0,160,107,47,49,23,143,151,0,0
"Kentucky","Edmonson",1984,11,11,0,0,0,0,0,30,29,25,0,0,11,0,0,0
"Kentucky","Fayette",1984,365,239,87,31,8,0,0,200,105,44,140,21,180,24,0,0
"Kentucky","Greenup",1984,183,116,41,15,9,2,0,205,108,45,0,0,183,0,0,0
"Kentucky","Hancock",1984,212,111,70,25,6,0,0,172,119,49,0,0,212,0,0,0
"Kentucky","Henderson",1984,366,122,139,77,28,0,0,200,138,64,0,74,41,251,0,0
"Kentucky","Jefferson",1984,366,60,131,131,37,7,0,234,160,96,48,3,89,226,0,0
"Kentucky","Kenton",1984,363,263,64,28,8,0,0,192,100,42,209,0,154,0,0,0
"Kentucky","Livingston",1984,189,123,47,17,2,0,0,177,101,44,0,0,189,0,0,0
"Kentucky","McCracken",1984,366,162,120,71,13,0,0,187,117,56,18,61,100,187,0,0
"Kentucky","Muhlenberg",1984,342,159,120,62,1,0,0,156,115,55,0,0,145,197,0,0
"Kentucky","Ohio",1984,325,274,43,8,0,0,0,134,62,23,0,0,0,325,0,0
"Kentucky","Oldham",1984,209,122,51,27,9,0,0,190,122,48,0,0,209,0,0,0
"Kentucky","Trigg",1984,342,255,69,17,1,0,0,156,80,37,0,3,196,143,0,0
"Kentucky","Trimble",1984,338,242,62,28,6,0,0,181,103,31,0,0,0,338,0,0
"Louisiana","Ascension",1984,106,95,7,3,1,0,0,154,51,24,0,0,106,0,0,0
"Louisiana","Bossier",1984,364,321,38,5,0,0,0,126,58,27,0,0,320,44,0,0
"Louisiana","Caddo",1984,348,310,31,6,1,0,0,164,58,31,0,0,348,0,0,0
"Louisiana","Calcasieu",1984,366,310,41,12,1,2,0,216,61,32,0,0,330,36,0,0
"Louisiana","East Baton Rouge",1984,366,194,134,24,10,4,0,227,101,49,0,184,119,63,0,0
"Louisiana","Iberville",1984,359,303,39,13,4,0,0,174,74,28,0,0,359,0,0,0
"Louisiana","Jefferson",1984,366,277,63,18,8,0,0,185,90,40,0,117,249,0,0,0
"Louisiana","Lafayette",1984,355,315,28,11,1,0,0,159,58,29,0,0,355,0,0,0
"Louisiana","Lafourche",1984,98,84,9,5,0,0,0,133,80,26,0,0,98,0,0,0
"Louisiana","Orleans",1984,366,184,168,14,0,0,0,143,77,50,150,177,39,0,0,0
"Louisiana","Ouachita",1984,363,327,34,2,0,0,0,115,50,28,0,0,332,31,0,0
"Louisiana","Pointe Coupee",1984,117,103,6,6,2,0,0,200,54,31,0,0,117,0,0,0
"Louisiana","St. Bernard",1984,348,251,69,22,6,0,0,177,87,38,0,0,260,88,0,0
"Louisiana","St. Charles",1984,122,122,0,0,0,0,0,50,38,22,0,0,122,0,0,0
"Louisiana","St. James",1984,94,88,4,1,1,0,0,182,46,26,0,0,94,0,0,0
"Louisiana","St. John the Baptist",1984,364,293,48,17,6,0,0,174,84,36,0,0,364,0,0,0
"Louisiana","St. Mary",1984,101,94,5,2,0,0,0,143,44,22,0,0,101,0,0,0
"Louisiana","West Baton Rouge",1984,366,193,135,32,4,2,0,208,101,49,0,129,97,140,0,0
"Maine","Androscoggin",1984,357,287,58,12,0,0,0,143,64,24,0,0,0,357,0,0
"Maine","Aroostook",1984,366,150,115,92,9,0,0,185,121,61,0,0,0,329,0,37
"Maine","Cumberland",1984,357,222,96,24,11,4,0,222,102,44,51,0,167,120,0,19
"Maine","Hancock",1984,329,283,24,17,5,0,0,190,71,32,0,0,328,0,0,1
"Maine","Kennebec",1984,366,177,144,37,8,0,0,182,102,52,0,0,117,238,0,11
"Maine","Knox",1984,366,330,30,5,1,0,0,164,50,14,0,0,0,366,0,0
"Maine","Lincoln",1984,175,129,21,13,12,0,0,200,119,38,0,0,175,0,0,0
"Maine","Oxford",1984,366,89,120,133,24,0,0,200,140,89,0,0,0,366,0,0
"Maine","Penobscot",1984,366,122,183,54,7,0,0,200,107,62,0,0,0,344,0,22
"Maine","Washington",1984,349,274,51,18,5,1,0,203,81,31,0,0,147,202,0,0
"Maine","York",1984,362,204,105,37,11,5,0,219,112,46,0,0,124,238,0,0
"Maryland","Allegany",1984,366,235,109,17,4,1,0,206,84,41,44,0,152,170,0,0
"Maryland","Anne Arundel",1984,365,178,123,35,21,8,0,223,133,52,0,49,181,135,0,0
"Maryland","Baltimore",1984,366,160,150,37,13,6,0,225,115,54,0,69,146,151,0,0
"Maryland","Baltimore (City)",1984,366,54,225,73,12,2,0,206,125,74,160,43,54,104,0,5
"Maryland","Carroll",1984,327,254,43,23,6,1,0,224,97,33,0,0,327,0,0,0
"Maryland","Charles",1984,60,58,2,0,0,0,0,54,43,24,0,0,60,0,0,0
"Maryland","Frederick",1984,316,296,15,5,0,0,0,147,44,19,0,0,316,0,0,0
"Maryland","Harford",1984,362,279,47,22,13,1,0,206,100,35,0,89,273,0,0,0
"Maryland","Howard",1984,310,249,32,21,6,2,0,203,97,31,0,0,310,0,0,0
"Maryland","Montgomery",1984,360,213,117,25,3,2,0,240,93,44,186,0,174,0,0,0
"Maryland","Prince George's",1984,366,196,117,28,21,4,0,208,123,49,73,58,173,62,0,0
"Maryland","Washington",1984,307,231,50,19,6,1,0,213,97,32,0,0,307,0,0,0
"Maryland","Wicomico",1984,84,82,2,0,0,0,0,84,41,28,0,0,84,0,0,0
"Massachusetts","Berkshire",1984,348,242,83,15,7,1,0,201,84,40,0,0,182,166,0,0
"Massachusetts","Bristol",1984,366,114,148,72,24,8,0,246,142,69,0,28,103,235,0,0
"Massachusetts","Essex",1984,366,67,148,133,18,0,0,192,129,90,0,22,66,278,0,0
"Massachusetts","Hampden",1984,366,106,183,61,12,4,0,219,116,67,44,60,91,171,0,0
"Massachusetts","Hampshire",1984,366,200,107,38,17,4,0,234,119,47,0,0,137,229,0,0
"Massachusetts","Middlesex",1984,366,110,188,52,13,3,0,224,113,65,89,0,71,206,0,0
"Massachusetts","Norfolk",1984,366,218,108,28,11,1,0,201,104,44,0,0,183,183,0,0
"Massachusetts","Suffolk",1984,366,12,237,108,9,0,0,200,116,86,47,147,31,141,0,0
"Massachusetts","Worcester",1984,366,234,101,24,7,0,0,192,96,43,47,32,146,141,0,0
"Michigan","Cass",1984,197,172,21,4,0,0,0,140,58,33,0,0,197,0,0,0
"Michigan","Clinton",1984,195,192,3,0,0,0,0,64,39,20,0,0,195,0,0,0
"Michigan","Delta",1984,290,290,0,0,0,0,0,43,27,0,0,0,0,290,0,0
"Michigan","Dickinson",1984,61,59,2,0,0,0,0,90,43,21,0,39,0,22,0,0
"Michigan","Genesee",1984,348,270,59,19,0,0,0,147,77,37,0,0,194,154,0,0
"Michigan","Ingham",1984,366,250,106,8,2,0,0,151,80,40,0,0,100,266,0,0
"Michigan","Kent",1984,363,291,46,17,9,0,0,185,90,33,29,0,264,70,0,0
"Michigan","Lapeer",1984,118,103,15,0,0,0,0,92,60,20,0,0,0,118,0,0
"Michigan","Macomb",1984,361,228,109,22,2,0,0,156,92,40,56,0,125,180,0,0
"Michigan","Marquette",1984,348,339,9,0,0,0,0,92,27,0,0,0,0,348,0,0
"Michigan","Monroe",1984,359,176,134,45,4,0,0,182,108,52,0,0,0,359,0,0
"Michigan","Muskegon",1984,366,202,117,42,5,0,0,182,105,43,49,0,76,241,0,0
"Michigan","Oakland",1984,366,261,80,21,4,0,0,185,92,35,62,17,151,136,0,0
"Michigan","Ontonagon",1984,305,269,18,11,7,0,0,200,56,0,0,0,0,305,0,0
"Michigan","Osceola",1984,15,14,1,0,0,0,0,60,27,3,10,0,0,5,0,0
"Michigan","Oscoda",1984,97,97,0,0,0,0,0,27,17,8,97,0,0,0,0,0
"Michigan","Ottawa",1984,124,31,34,38,21,0,0,200,173,92,0,0,0,124,0,0
"Michigan","Saginaw",1984,366,351,15,0,0,0,0,79,41,18,166,0,0,200,0,0
"Michigan","St. Clair",1984,356,213,88,45,9,1,0,201,112,40,0,0,119,237,0,0
"Michigan","Washtenaw",1984,159,123,30,6,0,0,0,126,84,35,0,0,159,0,0,0
"Michigan","Wayne",1984,366,74,180,102,10,0,0,196,124,80,22,40,49,255,0,0
"Minnesota","Anoka",1984,362,333,22,6,1,0,0,172,48,33,0,0,362,0,0,0
"Minnesota","Dakota",1984,366,140,109,98,19,0,0,200,131,67,0,0,78,288,0,0
"Minnesota","Hennepin",1984,366,183,174,9,0,0,0,119,76,51,265,31,0,67,0,3
"Minnesota","Lake",1984,168,164,4,0,0,0,0,74,42,31,0,0,168,0,0,0
"Minnesota","Olmsted",1984,366,230,120,14,2,0,0,191,75,45,294,0,32,40,0,0
"Minnesota","Ramsey",1984,366,132,207,24,3,0,0,173,92,59,240,46,21,59,0,0
"Minnesota","Saint Louis",1984,357,260,92,2,3,0,0,178,65,40,299,0,0,44,0,14
"Minnesota","Sherburne",1984,366,323,43,0,0,0,0,85,52,26,303,0,0,63,0,0
"Minnesota","Washington",1984,344,252,37,48,7,0,0,179,118,33,0,0,114,230,0,0
"Minnesota","Wright",1984,363,363,0,0,0,0,0,19,6,0,0,0,0,363,0,0
"Mississippi","DeSoto",1984,270,198,57,15,0,0,0,143,80,42,0,0,270,0,0,0
"Mississippi","Harrison",1984,311,266,25,18,2,0,0,200,69,7,0,0,0,311,0,0
"Mississippi","Hinds",1984,366,297,57,11,1,0,0,164,67,35,113,0,253,0,0,0
"Mississippi","Jackson",1984,363,279,55,25,4,0,0,187,87,37,0,0,232,131,0,0
"Missouri","Cass",1984,343,268,62,12,0,1,0,203,80,33,0,0,343,0,0,0
"Missouri","Clay",1984,366,194,115,39,15,3,0,204,119,49,30,87,178,71,0,0
"Missouri","Greene",1984,365,244,87,31,3,0,0,185,100,41,47,0,224,94,0,0
"Missouri","Iron",1984,313,239,26,37,11,0,0,200,119,13,0,0,0,313,0,0
"Missouri","Jackson",1984,366,320,40,4,1,1,0,251,52,33,366,0,0,0,0,0
"Missouri","Madison",1984,2,2,0,0,0,0,0,43,43,43,0,0,2,0,0,0
"Missouri","Platte",1984,366,288,55,13,9,1,0,203,87,36,0,66,258,42,0,0
"Missouri","Saint Charles",1984,348,167,116,52,13,0,0,200,122,55,0,8,89,251,0,0
"Missouri","Saint Louis",1984,366,59,163,111,23,10,0,257,147,87,10,20,102,234,0,0
"Missouri","St. Louis City",1984,365,57,177,115,13,3,0,219,127,81,15,66,32,252,0,0
"Montana","Cascade",1984,334,306,26,0,2,0,0,186,48,26,334,0,0,0,0,0
"Montana","Daniels",1984,184,174,8,2,0,0,0,105,33,6,0,0,0,184,0,0
"Montana","Deer Lodge",1984,111,93,18,0,0,0,0,96,56,22,0,0,0,0,0,111
"Montana","Missoula",1984,351,306,43,0,2,0,0,165,54,10,329,0,0,0,0,22
"Montana","Rosebud",1984,366,365,1,0,0,0,0,76,11,1,0,191,0,175,0,0
"Montana","Yellowstone",1984,333,68,60,144,61,0,0,200,171,110,59,0,0,274,0,0
"Nebraska","Douglas",1984,366,281,72,12,1,0,0,182,68,39,159,0,200,7,0,0
"Nebraska","Lancaster",1984,366,348,18,0,0,0,0,84,42,24,189,0,177,0,0,0
"Nevada","Carson City",1984,314,169,105,34,6,0,0,182,108,49,33,0,281,0,0,0
"Nevada","Clark",1984,366,74,210,75,4,3,0,209,113,74,98,169,99,0,0,0
"Nevada","Douglas",1984,214,184,30,0,0,0,0,97,54,40,65,0,149,0,0,0
"Nevada","Washoe",1984,366,109,185,65,5,2,0,240,111,67,101,108,157,0,0,0
